E,dup,ddn,pup,pdn,octup,octdn,totup,totdn
3.170569,0.000000,-0.208919,0.000000,-0.039730,0.000000,-0.000000,0.000000,-0.248649
3.250836,0.000000,-0.153052,0.000000,-0.029106,0.000000,-0.000000,0.000000,-0.182158
3.331104,0.000000,-0.109377,0.000000,-0.020800,0.000000,-0.000000,0.000000,-0.130177
3.411371,0.000000,-0.076250,0.000000,-0.014500,0.000000,-0.000000,0.000000,-0.090750
3.491639,0.000000,-0.051853,0.000000,-0.009861,0.000000,-0.000000,0.000000,-0.061714
3.571906,0.000000,-0.034398,0.000000,-0.006542,0.000000,-0.000000,0.000000,-0.040940
3.652174,0.000000,-0.022260,0.000000,-0.004233,0.000000,-0.000000,0.000000,-0.026493
3.732441,0.000000,-0.014052,0.000000,-0.002672,0.000000,-0.000000,0.000000,-0.016724
3.812709,0.000000,-0.008653,0.000000,-0.001646,0.000000,-0.000000,0.000000,-0.010299
3.892977,0.000000,-0.005198,0.000000,-0.000988,0.000000,-0.000000,0.000000,-0.006186
3.973244,0.000000,-0.003046,0.000000,-0.000579,0.000000,-0.000000,0.000000,-0.003625
4.053512,0.000000,-0.001741,0.000000,-0.000331,0.000000,-0.000000,0.000000,-0.002072
4.133779,0.000000,-0.000971,0.000000,-0.000185,0.000000,-0.000000,0.000000,-0.001156
4.214047,0.000000,-0.000528,0.000000,-0.000100,0.000000,-0.000000,0.000000,-0.000629
4.294314,0.000000,-0.000280,0.000000,-0.000053,0.000000,-0.000000,0.000000,-0.000334
4.374582,0.000000,-0.000145,0.000000,-0.000028,0.000000,-0.000000,0.000000,-0.000173
4.454849,0.000000,-0.000073,0.000000,-0.000014,0.000000,-0.000000,0.000000,-0.000087
4.535117,0.000000,-0.000036,0.000000,-0.000007,0.000000,-0.000000,0.000000,-0.000043
4.615385,0.000000,-0.000017,0.000000,-0.000003,0.000000,-0.000000,0.000000,-0.000021
4.695652,0.000000,-0.000008,0.000000,-0.000002,0.000000,-0.000000,0.000000,-0.000010
4.775920,0.000000,-0.000004,0.000000,-0.000001,0.000000,-0.000000,0.000000,-0.000004
4.856187,0.000000,-0.000002,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000002
4.936455,0.000000,-0.000001,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000001
5.016722,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
5.096990,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
5.177258,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
5.257525,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
5.337793,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
5.418060,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
5.498328,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
5.578595,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
5.658863,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
5.739130,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
5.819398,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
5.899666,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
5.979933,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
6.060201,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
6.140468,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
6.220736,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
6.301003,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
6.381271,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
6.461538,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
6.541806,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
6.622074,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
