E,I32,I12,Ibg,Itot
480.501672,0.035149,0.079235,0.000000,0.110201
480.702341,0.034276,0.089253,0.000000,0.119390
480.903010,0.033422,0.100782,0.000000,0.130114
481.103679,0.032577,0.113980,0.000000,0.142526
481.304348,0.031734,0.128991,0.000000,0.156761
481.505017,0.030888,0.145931,0.000000,0.172931
481.705686,0.030035,0.164872,0.000000,0.191104
481.906355,0.029172,0.185828,0.000000,0.211292
482.107023,0.028298,0.208740,0.000000,0.233435
482.307692,0.027416,0.233461,0.000000,0.257386
482.508361,0.026525,0.259747,0.000000,0.282900
482.709030,0.025629,0.287247,0.000000,0.309631
482.909699,0.024731,0.315507,0.000000,0.337122
483.110368,0.023835,0.343973,0.000000,0.364822
483.311037,0.022946,0.372005,0.000000,0.392093
483.511706,0.022067,0.398902,0.000000,0.418234
483.712375,0.021203,0.423933,0.000000,0.442515
