E,dup,ddn,pup,pdn,octup,octdn,totup,totdn
6.862876,0.079403,-0.079403,0.012076,-0.012076,0.003877,-0.003877,0.095356,-0.095356
6.943144,0.074643,-0.074643,0.011344,-0.011344,0.003781,-0.003781,0.089768,-0.089768
7.023411,0.070220,-0.070220,0.010670,-0.010670,0.003687,-0.003687,0.084576,-0.084576
7.103679,0.066105,-0.066105,0.010049,-0.010049,0.003594,-0.003594,0.079749,-0.079749
7.183946,0.062276,-0.062276,0.009475,-0.009475,0.003503,-0.003503,0.075254,-0.075254
7.264214,0.058707,-0.058707,0.008944,-0.008944,0.003414,-0.003414,0.071064,-0.071064
7.344482,0.055378,-0.055378,0.008451,-0.008451,0.003326,-0.003326,0.067155,-0.067155
7.424749,0.052270,-0.052270,0.007993,-0.007993,0.003239,-0.003239,0.063502,-0.063502
7.505017,0.049364,-0.049364,0.007567,-0.007567,0.003154,-0.003154,0.060085,-0.060085
7.585284,0.046645,-0.046645,0.007169,-0.007169,0.003071,-0.003071,0.056885,-0.056885
7.665552,0.044098,-0.044098,0.006797,-0.006797,0.002989,-0.002989,0.053883,-0.053883
7.745819,0.041709,-0.041709,0.006448,-0.006448,0.002908,-0.002908,0.051065,-0.051065
7.826087,0.039466,-0.039466,0.006122,-0.006122,0.002828,-0.002828,0.048416,-0.048416
7.906355,0.037357,-0.037357,0.005815,-0.005815,0.002750,-0.002750,0.045922,-0.045922
7.986622,0.035373,-0.035373,0.005526,-0.005526,0.002673,-0.002673,0.043572,-0.043572
8.066890,0.033504,-0.033504,0.005254,-0.005254,0.002598,-0.002598,0.041355,-0.041355
8.147157,0.031742,-0.031742,0.004997,-0.004997,0.002523,-0.002523,0.039262,-0.039262
8.227425,0.030079,-0.030079,0.004754,-0.004754,0.002450,-0.002450,0.037283,-0.037283
8.307692,0.028507,-0.028507,0.004524,-0.004524,0.002378,-0.002378,0.035410,-0.035410
8.387960,0.027021,-0.027021,0.004306,-0.004306,0.002307,-0.002307,0.033635,-0.033635
8.468227,0.025615,-0.025615,0.004100,-0.004100,0.002237,-0.002237,0.031952,-0.031952
8.548495,0.024282,-0.024282,0.003904,-0.003904,0.002169,-0.002169,0.030355,-0.030355
8.628763,0.023018,-0.023018,0.003717,-0.003717,0.002101,-0.002101,0.028837,-0.028837
8.709030,0.021819,-0.021819,0.003539,-0.003539,0.002035,-0.002035,0.027393,-0.027393
8.789298,0.020680,-0.020680,0.003370,-0.003370,0.001969,-0.001969,0.026019,-0.026019
8.869565,0.019597,-0.019597,0.003209,-0.003209,0.001905,-0.001905,0.024711,-0.024711
8.949833,0.018567,-0.018567,0.003054,-0.003054,0.001841,-0.001841,0.023463,-0.023463
9.030100,0.017587,-0.017587,0.002907,-0.002907,0.001779,-0.001779,0.022272,-0.022272
9.110368,0.016653,-0.016653,0.002766,-0.002766,0.001717,-0.001717,0.021136,-0.021136
9.190635,0.015762,-0.015762,0.002631,-0.002631,0.001656,-0.001656,0.020049,-0.020049
9.270903,0.014912,-0.014912,0.002502,-0.002502,0.001597,-0.001597,0.019011,-0.019011
9.351171,0.014102,-0.014102,0.002378,-0.002378,0.001538,-0.001538,0.018017,-0.018017
9.431438,0.013327,-0.013327,0.002258,-0.002258,0.001480,-0.001480,0.017065,-0.017065
9.511706,0.012587,-0.012587,0.002144,-0.002144,0.001423,-0.001423,0.016154,-0.016154
9.591973,0.011879,-0.011879,0.002034,-0.002034,0.001367,-0.001367,0.015280,-0.015280
9.672241,0.011202,-0.011202,0.001928,-0.001928,0.001311,-0.001311,0.014441,-0.014441
9.752508,0.010554,-0.010554,0.001826,-0.001826,0.001256,-0.001256,0.013637,-0.013637
9.832776,0.009933,-0.009933,0.001728,-0.001728,0.001203,-0.001203,0.012864,-0.012864
9.913043,0.009339,-0.009339,0.001634,-0.001634,0.001150,-0.001150,0.012122,-0.012122
9.993311,0.008769,-0.008769,0.001543,-0.001543,0.001097,-0.001097,0.011409,-0.011409
10.073579,0.008222,-0.008222,0.001455,-0.001455,0.001046,-0.001046,0.010723,-0.010723
10.153846,0.007698,-0.007698,0.001370,-0.001370,0.000995,-0.000995,0.010063,-0.010063
10.234114,0.007195,-0.007195,0.001288,-0.001288,0.000945,-0.000945,0.009427,-0.009427
10.314381,0.006712,-0.006712,0.001208,-0.001208,0.000895,-0.000895,0.008816,-0.008816
10.394649,0.006249,-0.006249,0.001131,-0.001131,0.000847,-0.000847,0.008227,-0.008227
10.474916,0.005804,-0.005804,0.001057,-0.001057,0.000799,-0.000799,0.007659,-0.007659
10.555184,0.005376,-0.005376,0.000985,-0.000985,0.000751,-0.000751,0.007113,-0.007113
10.635452,0.004965,-0.004965,0.000916,-0.000916,0.000705,-0.000705,0.006586,-0.006586
10.715719,0.004570,-0.004570,0.000848,-0.000848,0.000658,-0.000658,0.006077,-0.006077
10.795987,0.004191,-0.004191,0.000783,-0.000783,0.000613,-0.000613,0.005587,-0.005587
