E,dup,ddn,pup,pdn,octup,octdn,totup,totdn
-6.301003,0.846984,-0.005682,0.501104,-0.069097,2.186833,-2.186833,3.534921,-2.261612
-6.220736,0.849097,-0.005355,0.540632,-0.060397,2.296702,-2.296702,3.686431,-2.362454
-6.140468,0.836573,-0.005105,0.575046,-0.053497,2.404780,-2.404780,3.816400,-2.463382
-6.060201,0.810100,-0.004915,0.602341,-0.047893,2.512178,-2.512178,3.924619,-2.564986
-5.979933,0.771254,-0.004771,0.620756,-0.043246,2.620400,-2.620400,4.012409,-2.668417
-5.899666,0.722260,-0.004664,0.629034,-0.039324,2.731240,-2.731240,4.082534,-2.775227
-5.819398,0.665720,-0.004586,0.626665,-0.035964,2.846638,-2.846638,4.139022,-2.887188
-5.739130,0.604370,-0.004534,0.614066,-0.033051,2.968479,-2.968479,4.186915,-3.006064
-5.658863,0.540880,-0.004503,0.592677,-0.030501,3.098371,-3.098371,4.231928,-3.133375
-5.578595,0.477697,-0.004491,0.564936,-0.028251,3.237405,-3.237405,4.280038,-3.270148
-5.498328,0.416955,-0.004495,0.534146,-0.026253,3.385927,-3.385927,4.337029,-3.416676
-5.418060,0.360414,-0.004514,0.504275,-0.024467,3.543339,-3.543339,4.408028,-3.572320
-5.337793,0.309438,-0.004546,0.479702,-0.022864,3.707958,-3.707958,4.497098,-3.735367
-5.257525,0.264996,-0.004590,0.464970,-0.021417,3.876954,-3.876954,4.606920,-3.902962
-5.177258,0.227683,-0.004646,0.464555,-0.020108,4.046380,-4.046380,4.738618,-4.071134
-5.096990,0.197765,-0.004713,0.482641,-0.018917,4.211294,-4.211294,4.891700,-4.234924
-5.016722,0.175216,-0.004789,0.522887,-0.017831,4.365982,-4.365982,5.064086,-4.388602
-4.936455,0.159778,-0.004876,0.588143,-0.016838,4.504257,-4.504257,5.252178,-4.525970
