E,dup,ddn,pup,pdn,octup,octdn,totup,totdn
-7.906355,0.009926,-0.000408,0.013092,-0.003745,3.913492,-3.913492,3.936510,-3.917645
-7.826087,0.010579,-0.000620,0.013856,-0.003994,4.062244,-4.062244,4.086679,-4.066859
-7.745819,0.011336,-0.000877,0.014684,-0.004267,4.203571,-4.203571,4.229591,-4.208715
-7.665552,0.012205,-0.001179,0.015584,-0.004567,4.337095,-4.337095,4.364883,-4.342841
-7.585284,0.013194,-0.001526,0.016566,-0.004897,4.462505,-4.462505,4.492265,-4.468928
-7.505017,0.014315,-0.001918,0.017641,-0.005259,4.579520,-4.579520,4.611476,-4.586697
-7.424749,0.015580,-0.002353,0.018825,-0.005657,4.687840,-4.687840,4.722244,-4.695850
-7.344482,0.017004,-0.002828,0.020135,-0.006092,4.787109,-4.787109,4.824248,-4.796029
-7.264214,0.018607,-0.003338,0.021592,-0.006566,4.876879,-4.876879,4.917078,-4.886782
-7.183946,0.020411,-0.003877,0.023226,-0.007081,4.956578,-4.956578,5.000215,-4.967535
-7.103679,0.022441,-0.004438,0.025071,-0.007636,5.025499,-5.025499,5.073011,-5.037573
-7.023411,0.024729,-0.005013,0.027171,-0.008234,5.082794,-5.082794,5.134694,-5.096041
